file=WSC5_DEAD7.xlsx T_ON_IS=5 C_EL_CUT_IN=194.4 NOISE=0 LOOK_AHEAD=60
0.0	0
0.1	0
0.2	0
0.3	0
0.4	0
0.5	0
0.6	0
0.7	0
0.8	0
0.9	0
1.0	0
1.1	0
1.2	0
1.3	0
1.4	0
1.5	0
1.6	0
1.7	0
1.8	0
1.9	0
2.0	0
2.1	0
2.2	0
2.3	0
2.4	0
2.5	0
2.6	0
2.7	0
2.8	0
2.9	1
3.0	1
3.1	1
3.2	1
3.3	1
3.4	1
3.5	1
3.6	1
3.7	1
3.8	1
3.9	1
4.0	1
4.1	1
4.2	1
4.3	1
4.4	1
4.5	1
4.6	1
4.7	1
4.8	1
4.9	1
5.0	1
5.1	1
5.2	1
5.3	1
5.4	1
5.5	1
5.6	1
5.7	1
5.8	1
5.9	1
6.0	1
6.1	1
6.2	1
6.3	1
6.4	1
6.5	1
6.6	1
6.7	1
6.8	1
6.9	1
7.0	1
7.1	1
7.2	1
7.3	1
7.4	1
7.5	1
7.6	1
7.7	1
7.8	1
7.9	1
8.0	1
8.1	1
8.2	1
8.3	1
8.4	1
8.5	1
8.6	1
8.7	1
8.8	1
8.9	1
9.0	1
9.1	1
9.2	1
9.3	1
9.4	1
9.5	1
9.6	1
9.7	1
9.8	1
9.9	1
10.0	1
10.1	1
10.2	1
10.3	1
10.4	1
10.5	1
10.6	1
10.7	1
10.8	1
10.9	1
11.0	1
11.1	1
11.2	1
11.3	1
11.4	1
11.5	1
11.6	1
11.7	1
11.8	1
11.9	1
12.0	1
12.1	1
12.2	1
12.3	1
12.4	1
12.5	1
12.6	1
12.7	1
12.8	1
12.9	1
13.0	1
13.1	1
13.2	1
13.3	1
13.4	1
13.5	1
13.6	1
13.7	1
13.8	1
13.9	1
14.0	1
14.1	1
14.2	1
14.3	1
14.4	1
14.5	1
14.6	1
14.7	1
14.8	1
14.9	1
15.0	1
15.1	1
15.2	1
15.3	1
15.4	1
15.5	1
15.6	1
15.7	0
15.8	0
15.9	0
16.0	0
16.1	0
16.2	0
16.3	0
16.4	0
16.5	0
16.6	0
16.7	0
16.8	0
16.9	0
17.0	0
17.1	0
17.2	0
17.3	0
17.4	0
17.5	0
17.6	0
17.7	0
17.8	0
17.9	0
18.0	0
18.1	0
18.2	0
18.3	0
18.4	0
18.5	0
18.6	0
18.7	0
18.8	0
18.9	0
19.0	0
19.1	0
19.2	0
19.3	0
19.4	0
19.5	0
19.6	0
19.7	0
19.8	0
19.9	0
20.0	0
20.1	0
20.2	0
20.3	0
20.4	0
20.5	0
20.6	0
20.7	0
20.8	0
20.9	0
21.0	0
21.1	0
21.2	0
21.3	0
21.4	0
21.5	0
21.6	0
21.7	0
21.8	0
21.9	0
22.0	0
22.1	0
22.2	0
22.3	0
22.4	0
22.5	0
22.6	0
22.7	0
22.8	0
22.9	0
23.0	0
23.1	0
23.2	0
23.3	0
23.4	0
23.5	0
23.6	0
23.7	0
23.8	0
23.9	0
24.0	0
24.1	0
24.2	0
24.3	0
24.4	0
24.5	0
24.6	0
24.7	0
24.8	0
24.9	0
25.0	0
25.1	0
25.2	0
25.3	0
25.4	0
25.5	0
25.6	0
25.7	0
25.8	0
25.9	0
26.0	0
26.1	0
26.2	0
26.3	0
26.4	0
26.5	0
26.6	0
26.7	0
26.8	0
26.9	1
27.0	1
27.1	1
27.2	1
27.3	1
27.4	1
27.5	1
27.6	1
27.7	1
27.8	1
27.9	1
28.0	1
28.1	1
28.2	1
28.3	1
28.4	1
28.5	1
28.6	1
28.7	1
28.8	1
28.9	1
29.0	1
29.1	1
29.2	1
29.3	1
29.4	1
29.5	1
29.6	1
29.7	1
29.8	1
29.9	1
30.0	1
30.1	1
30.2	1
30.3	1
30.4	1
30.5	1
30.6	1
30.7	1
30.8	1
30.9	1
31.0	1
31.1	1
31.2	1
31.3	1
31.4	1
31.5	1
31.6	1
31.7	1
31.8	1
31.9	1
32.0	1
32.1	1
32.2	1
32.3	1
32.4	1
32.5	1
32.6	1
32.7	1
32.8	1
32.9	1
33.0	1
33.1	1
33.2	1
33.3	1
33.4	1
33.5	1
33.6	1
33.7	1
33.8	1
33.9	1
34.0	1
34.1	1
34.2	1
34.3	1
34.4	1
34.5	1
34.6	1
34.7	1
34.8	1
34.9	1
35.0	1
35.1	1
35.2	1
35.3	1
35.4	1
35.5	1
35.6	1
35.7	1
35.8	1
35.9	1
36.0	1
36.1	1
36.2	1
36.3	1
36.4	1
36.5	1
36.6	1
36.7	1
36.8	1
36.9	1
37.0	1
37.1	1
37.2	1
37.3	1
37.4	1
37.5	1
37.6	1
37.7	1
37.8	1
37.9	1
38.0	1
38.1	1
38.2	1
38.3	1
38.4	1
38.5	1
38.6	1
38.7	1
38.8	1
38.9	1
39.0	1
39.1	1
39.2	1
39.3	1
39.4	1
39.5	1
39.6	1
39.7	0
39.8	0
39.9	0
40.0	0
40.1	0
40.2	0
40.3	0
40.4	0
40.5	0
40.6	0
40.7	0
40.8	0
40.9	0
41.0	0
41.1	0
41.2	0
41.3	0
41.4	0
41.5	0
41.6	0
41.7	0
41.8	0
41.9	0
42.0	0
42.1	0
42.2	0
42.3	0
42.4	0
42.5	0
42.6	0
42.7	0
42.8	0
42.9	0
43.0	0
43.1	0
43.2	0
43.3	0
43.4	0
43.5	0
43.6	0
43.7	0
43.8	0
43.9	0
44.0	0
44.1	0
44.2	0
44.3	0
44.4	0
44.5	0
44.6	0
44.7	0
44.8	0
44.9	0
45.0	0
45.1	0
45.2	0
45.3	0
45.4	0
45.5	0
45.6	0
45.7	0
45.8	0
45.9	0
46.0	0
46.1	0
46.2	0
46.3	0
46.4	0
46.5	0
46.6	0
46.7	0
46.8	0
46.9	0
47.0	0
47.1	0
47.2	0
47.3	0
47.4	0
47.5	0
47.6	0
47.7	0
47.8	0
47.9	0
48.0	0
48.1	0
48.2	0
48.3	0
48.4	0
48.5	0
48.6	0
48.7	0
48.8	0
48.9	0
49.0	0
49.1	0
49.2	0
49.3	0
49.4	0
49.5	0
49.6	0
49.7	0
49.8	0
49.9	0
50.0	0
50.1	0
50.2	0
50.3	0
50.4	0
50.5	0
50.6	0
50.7	0
50.8	0
50.9	0
51.0	0
51.1	0
51.2	0
51.3	0
51.4	0
51.5	1
51.6	1
51.7	1
51.8	1
51.9	1
52.0	1
52.1	1
52.2	1
52.3	1
52.4	1
52.5	1
52.6	1
52.7	1
52.8	1
52.9	1
53.0	1
53.1	1
53.2	1
53.3	1
53.4	1
53.5	1
53.6	1
53.7	1
53.8	1
53.9	1
54.0	1
54.1	1
54.2	1
54.3	1
54.4	1
54.5	1
54.6	1
54.7	1
54.8	1
54.9	1
55.0	1
55.1	1
55.2	1
55.3	1
55.4	1
55.5	1
55.6	1
55.7	1
55.8	1
55.9	1
56.0	1
56.1	1
56.2	1
56.3	1
56.4	1
56.5	1
56.6	1
56.7	1
56.8	1
56.9	1
57.0	1
57.1	1
57.2	1
57.3	1
57.4	1
57.5	1
57.6	1
57.7	1
57.8	1
57.9	1
58.0	1
58.1	1
58.2	1
58.3	1
58.4	1
58.5	1
58.6	1
58.7	1
58.8	1
58.9	1
59.0	1
59.1	1
59.2	1
59.3	1
59.4	1
59.5	1
59.6	1
59.7	1
59.8	1
59.9	1
60.0	1
60.1	1
60.2	1
60.3	1
60.4	1
60.5	1
60.6	1
60.7	1
60.8	1
60.9	1
61.0	1
61.1	1
61.2	1
